当前比赛序号,当前主队,当前客队,历史比赛序号,历史比赛结果,历史PRO_最终预测结果,历史PRO_gap,历史PRO融合模型预测结果,历史PRO融合模型_gap,历史主队,历史客队,PRO_pattern_0_1_2,PRO_pattern_1_2_3,PRO_pattern_2_3_4,ENS_pattern_0_1_2,ENS_pattern_1_2_3,ENS_pattern_2_3_4,,parity,parity(严格）,,,,,,,,,,,,,,,,,,,
225,"
","
",72,平局,平局,0.0687,主胜,0.0867,14,"
","
",0,0,1,0,1,0,2,0,"0.17,0.06,0.13,0.30,0.18",1,0.06|0.18|0.30,0.06|0.18|0.30,"0.01,0.08,0.08,0.09,0.08",0,"
","
","2.63,2.60,2.85,2.71,2.80",1,1,,,,,,,,
225,"
","
",1060,平局,平局,0.1346,主胜,0.0801,21,"
","
",0,0,1,0,1,0,2,0,"0.17,0.06,0.13,0.30,0.18",1,0.06|0.18|0.30,0.06|0.18|0.30,"0.01,0.08,0.08,0.09,0.08",0,"
","
","2.63,2.60,2.85,2.71,2.80",1,1,,,,,,,,
225,"
","
",2136,平局,平局,0.3012,主胜,0.0918,39,"
","
",0,0,1,0,1,0,2,0,"0.17,0.06,0.13,0.30,0.18",1,0.06|0.18|0.30,0.06|0.18|0.30,"0.01,0.08,0.08,0.09,0.08",0,"
","
","2.63,2.60,2.85,2.71,2.80",1,1,,,,,,,,
225,"
","
",486,主胜,平局,0.1821,主胜,0.0836,26,"
","
",0,0,1,0,1,0,2,0,"0.17,0.06,0.13,0.30,0.18",1,0.06|0.18|0.30,0.06|0.18|0.30,"0.01,0.08,0.08,0.09,0.08",0,"
","
","2.63,2.60,2.85,2.71,2.80",1,1,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
226,"
","
",170,主胜,主胜,0.4256,主胜,0.1909,61,"
","
",0,1,0,1,1,1,4,0,"0.42,0.40,0.49,0.51,0.43",0,"
","
","0.19,0.10,0.05,0.07,0.00",1,0.00|0.05|0.10,0.00|0.05|0.10,"1.57,1.57,1.50,1.52,1.50",0,0,,,,,,,,
226,"
","
",1503,主胜,主胜,0.4033,主胜,0.1016,50,"
","
",0,1,0,1,1,1,4,0,"0.42,0.40,0.49,0.51,0.43",0,"
","
","0.19,0.10,0.05,0.07,0.00",1,0.00|0.05|0.10,0.00|0.05|0.10,"1.57,1.57,1.50,1.52,1.50",0,0,,,,,,,,
226,"
","
",1461,主胜,主胜,0.49,主胜,0.0586,54,"
","
",0,1,0,1,1,1,4,0,"0.42,0.40,0.49,0.51,0.43",0,"
","
","0.19,0.10,0.05,0.07,0.00",1,0.00|0.05|0.10,0.00|0.05|0.10,"1.57,1.57,1.50,1.52,1.50",0,0,,,,,,,,
226,"
","
",1310,主胜,主胜,0.5127,主胜,0.0735,58,"
","
",0,1,0,1,1,1,4,0,"0.42,0.40,0.49,0.51,0.43",0,"
","
","0.19,0.10,0.05,0.07,0.00",1,0.00|0.05|0.10,0.00|0.05|0.10,"1.57,1.57,1.50,1.52,1.50",0,0,,,,,,,,
226,"
","
",748,主胜,主胜,0.438,主胜,0.0052,43,"
","
",0,1,0,1,1,1,4,0,"0.42,0.40,0.49,0.51,0.43",0,"
","
","0.19,0.10,0.05,0.07,0.00",1,0.00|0.05|0.10,0.00|0.05|0.10,"1.57,1.57,1.50,1.52,1.50",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
227,"
","
",966,主胜,平局,0.197,平局,0.0603,25,"
","
",0,0,0,0,1,2,3,1,"0.19,0.31,0.25,0.23,0.34",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.08,0.13,0.00",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"2.70,2.60,2.65,2.51,2.70",1,4,,,,,,,,
227,"
","
",260,平局,平局,0.3177,平局,0.036,34,"
","
",0,0,0,0,1,2,3,1,"0.19,0.31,0.25,0.23,0.34",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.08,0.13,0.00",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"2.70,2.60,2.65,2.51,2.70",1,4,,,,,,,,
227,"
","
",792,客胜,平局,0.2517,平局,0.0898,33,"
","
",0,0,0,0,1,2,3,1,"0.19,0.31,0.25,0.23,0.34",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.08,0.13,0.00",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"2.70,2.60,2.65,2.51,2.70",1,4,,,,,,,,
227,"
","
",1847,平局,平局,0.238,平局,0.1381,36,"
","
",0,0,0,0,1,2,3,1,"0.19,0.31,0.25,0.23,0.34",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.08,0.13,0.00",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"2.70,2.60,2.65,2.51,2.70",1,4,,,,,,,,
227,"
","
",1987,平局,平局,0.3413,平局,0.0003,34,"
","
",0,0,0,0,1,2,3,1,"0.19,0.31,0.25,0.23,0.34",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.08,0.13,0.00",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"2.70,2.60,2.65,2.51,2.70",1,4,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
228,"
","
",260,平局,平局,0.3177,平局,0.036,34,"
","
",0,0,0,0,1,1,2,0,"0.31,0.19,0.25,0.34,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.08,0.00,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"1.91,1.95,2.00,2.07,2.00",1,2,,,,,,,,
228,"
","
",966,主胜,平局,0.197,平局,0.0603,25,"
","
",0,0,0,0,1,1,2,0,"0.31,0.19,0.25,0.34,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.08,0.00,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"1.91,1.95,2.00,2.07,2.00",1,2,,,,,,,,
228,"
","
",792,客胜,平局,0.2517,平局,0.0898,33,"
","
",0,0,0,0,1,1,2,0,"0.31,0.19,0.25,0.34,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.08,0.00,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"1.91,1.95,2.00,2.07,2.00",1,2,,,,,,,,
228,"
","
",1987,平局,平局,0.3413,平局,0.0003,34,"
","
",0,0,0,0,1,1,2,0,"0.31,0.19,0.25,0.34,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.08,0.00,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"1.91,1.95,2.00,2.07,2.00",1,2,,,,,,,,
228,"
","
",1847,平局,平局,0.238,平局,0.1381,36,"
","
",0,0,0,0,1,1,2,0,"0.31,0.19,0.25,0.34,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.08,0.00,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"1.91,1.95,2.00,2.07,2.00",1,2,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
229,"
","
",700,主胜,主胜,0.1889,主胜,0.0756,25,"
","
",0,1,0,1,2,3,7,1,"0.18,0.08,0.29,0.17,0.01",0,"
","
","0.07,0.01,0.04,0.04,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.83,1.91,1.95,1.91,1.95",0,0,,,,,,,,
229,"
","
",2267,平局,主胜,0.0895,主胜,0.0181,9,"
","
",0,1,0,1,2,3,7,1,"0.18,0.08,0.29,0.17,0.01",0,"
","
","0.07,0.01,0.04,0.04,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.83,1.91,1.95,1.91,1.95",0,0,,,,,,,,
229,"
","
",573,主胜,主胜,0.292,主胜,0.048,33,"
","
",0,1,0,1,2,3,7,1,"0.18,0.08,0.29,0.17,0.01",0,"
","
","0.07,0.01,0.04,0.04,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.83,1.91,1.95,1.91,1.95",0,0,,,,,,,,
229,"
","
",802,主胜,主胜,0.1713,主胜,0.0477,21,"
","
",0,1,0,1,2,3,7,1,"0.18,0.08,0.29,0.17,0.01",0,"
","
","0.07,0.01,0.04,0.04,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.83,1.91,1.95,1.91,1.95",0,0,,,,,,,,
229,"
","
",1586,客胜,主胜,0.016,主胜,0.0054,1,"
","
",0,1,0,1,2,3,7,1,"0.18,0.08,0.29,0.17,0.01",0,"
","
","0.07,0.01,0.04,0.04,0.00",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.83,1.91,1.95,1.91,1.95",0,0,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,"
","
",700,主胜,主胜,0.1889,主胜,0.0756,25,"
","
",0,0,1,0,2,1,4,0,"0.18,0.29,0.08,0.17,0.36",0,"
","
","0.07,0.04,0.01,0.04,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.90,2.05,2.15,2.11,2.05",0,0,,,,,,,,
230,"
","
",573,主胜,主胜,0.292,主胜,0.048,33,"
","
",0,0,1,0,2,1,4,0,"0.18,0.29,0.08,0.17,0.36",0,"
","
","0.07,0.04,0.01,0.04,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.90,2.05,2.15,2.11,2.05",0,0,,,,,,,,
230,"
","
",2267,平局,主胜,0.0895,主胜,0.0181,9,"
","
",0,0,1,0,2,1,4,0,"0.18,0.29,0.08,0.17,0.36",0,"
","
","0.07,0.04,0.01,0.04,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.90,2.05,2.15,2.11,2.05",0,0,,,,,,,,
230,"
","
",802,主胜,主胜,0.1713,主胜,0.0477,21,"
","
",0,0,1,0,2,1,4,0,"0.18,0.29,0.08,0.17,0.36",0,"
","
","0.07,0.04,0.01,0.04,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.90,2.05,2.15,2.11,2.05",0,0,,,,,,,,
230,"
","
",843,主胜,主胜,0.3657,主胜,0.0175,37,"
","
",0,0,1,0,2,1,4,0,"0.18,0.29,0.08,0.17,0.36",0,"
","
","0.07,0.04,0.01,0.04,0.01",1,0.01|0.04|0.07,0.01|0.04|0.07,"1.90,2.05,2.15,2.11,2.05",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
231,"
","
",2164,主胜,平局,0.177,主胜,0.0104,18,"
","
",0,0,1,0,1,0,2,0,"0.17,0.06,0.13,0.30,0.18",1,0.06|0.18|0.30,0.06|0.18|0.30,"0.01,0.08,0.08,0.09,0.08",0,"
","
","2.20,2.20,2.30,2.39,2.25",1,4,,,,,,,,
231,"
","
",72,平局,平局,0.0687,主胜,0.0867,14,"
","
",0,0,1,0,1,0,2,0,"0.17,0.06,0.13,0.30,0.18",1,0.06|0.18|0.30,0.06|0.18|0.30,"0.01,0.08,0.08,0.09,0.08",0,"
","
","2.20,2.20,2.30,2.39,2.25",1,4,,,,,,,,
231,"
","
",1060,平局,平局,0.1346,主胜,0.0801,21,"
","
",0,0,1,0,1,0,2,0,"0.17,0.06,0.13,0.30,0.18",1,0.06|0.18|0.30,0.06|0.18|0.30,"0.01,0.08,0.08,0.09,0.08",0,"
","
","2.20,2.20,2.30,2.39,2.25",1,4,,,,,,,,
231,"
","
",2136,平局,平局,0.3012,主胜,0.0918,39,"
","
",0,0,1,0,1,0,2,0,"0.17,0.06,0.13,0.30,0.18",1,0.06|0.18|0.30,0.06|0.18|0.30,"0.01,0.08,0.08,0.09,0.08",0,"
","
","2.20,2.20,2.30,2.39,2.25",1,4,,,,,,,,
231,"
","
",486,主胜,平局,0.1821,主胜,0.0836,26,"
","
",0,0,1,0,1,0,2,0,"0.17,0.06,0.13,0.30,0.18",1,0.06|0.18|0.30,0.06|0.18|0.30,"0.01,0.08,0.08,0.09,0.08",0,"
","
","2.20,2.20,2.30,2.39,2.25",1,4,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
232,"
","
",2136,平局,平局,0.3012,主胜,0.0918,39,"
","
",0,1,0,2,1,2,6,0,"0.30,0.17,0.34,0.48,0.52",0,"
","
","0.09,0.01,0.04,0.04,0.00",0,"
","
","1.62,1.60,1.75,1.67,1.62",1,1,,,,,,,,
232,"
","
",2164,主胜,平局,0.177,主胜,0.0104,18,"
","
",0,1,0,2,1,2,6,0,"0.30,0.17,0.34,0.48,0.52",0,"
","
","0.09,0.01,0.04,0.04,0.00",0,"
","
","1.62,1.60,1.75,1.67,1.62",1,1,,,,,,,,
232,"
","
",2063,客胜,平局,0.3401,主胜,0.0427,38,"
","
",0,1,0,2,1,2,6,0,"0.30,0.17,0.34,0.48,0.52",0,"
","
","0.09,0.01,0.04,0.04,0.00",0,"
","
","1.62,1.60,1.75,1.67,1.62",1,1,,,,,,,,
232,"
","
",1569,平局,平局,0.4832,主胜,0.0464,52,"
","
",0,1,0,2,1,2,6,0,"0.30,0.17,0.34,0.48,0.52",0,"
","
","0.09,0.01,0.04,0.04,0.00",0,"
","
","1.62,1.60,1.75,1.67,1.62",1,1,,,,,,,,
232,"
","
",1090,平局,平局,0.5211,主胜,0.0001,52,"
","
",0,1,0,2,1,2,6,0,"0.30,0.17,0.34,0.48,0.52",0,"
","
","0.09,0.01,0.04,0.04,0.00",0,"
","
","1.62,1.60,1.75,1.67,1.62",1,1,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
233,"
","
",573,主胜,主胜,0.292,主胜,0.048,33,"
","
",0,0,0,0,1,1,2,0,"0.29,0.36,0.18,0.43,0.40",1,0.29|0.36|0.43,0.18|0.29|0.40;0.29|0.36|0.43,"0.04,0.01,0.07,0.00,0.10",1,0.01|0.04|0.07,0.01|0.04|0.07;0.04|0.07|0.10,"2.35,2.20,2.30,2.23,2.25",1,3,,,,,,,,
233,"
","
",843,主胜,主胜,0.3657,主胜,0.0175,37,"
","
",0,0,0,0,1,1,2,0,"0.29,0.36,0.18,0.43,0.40",1,0.29|0.36|0.43,0.18|0.29|0.40;0.29|0.36|0.43,"0.04,0.01,0.07,0.00,0.10",1,0.01|0.04|0.07,0.01|0.04|0.07;0.04|0.07|0.10,"2.35,2.20,2.30,2.23,2.25",1,3,,,,,,,,
233,"
","
",700,主胜,主胜,0.1889,主胜,0.0756,25,"
","
",0,0,0,0,1,1,2,0,"0.29,0.36,0.18,0.43,0.40",1,0.29|0.36|0.43,0.18|0.29|0.40;0.29|0.36|0.43,"0.04,0.01,0.07,0.00,0.10",1,0.01|0.04|0.07,0.01|0.04|0.07;0.04|0.07|0.10,"2.35,2.20,2.30,2.23,2.25",1,3,,,,,,,,
233,"
","
",748,主胜,主胜,0.438,主胜,0.0052,43,"
","
",0,0,0,0,1,1,2,0,"0.29,0.36,0.18,0.43,0.40",1,0.29|0.36|0.43,0.18|0.29|0.40;0.29|0.36|0.43,"0.04,0.01,0.07,0.00,0.10",1,0.01|0.04|0.07,0.01|0.04|0.07;0.04|0.07|0.10,"2.35,2.20,2.30,2.23,2.25",1,3,,,,,,,,
233,"
","
",1503,主胜,主胜,0.4033,主胜,0.1016,50,"
","
",0,0,0,0,1,1,2,0,"0.29,0.36,0.18,0.43,0.40",1,0.29|0.36|0.43,0.18|0.29|0.40;0.29|0.36|0.43,"0.04,0.01,0.07,0.00,0.10",1,0.01|0.04|0.07,0.01|0.04|0.07;0.04|0.07|0.10,"2.35,2.20,2.30,2.23,2.25",1,3,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
234,"
","
",700,主胜,主胜,0.1889,主胜,0.0756,25,"
","
",0,0,1,0,0,2,3,1,"0.18,0.29,0.36,0.08,0.17",0,"
","
","0.07,0.04,0.01,0.01,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.15,2.30,2.35,2.40,2.30",1,2,,,,,,,,
234,"
","
",573,主胜,主胜,0.292,主胜,0.048,33,"
","
",0,0,1,0,0,2,3,1,"0.18,0.29,0.36,0.08,0.17",0,"
","
","0.07,0.04,0.01,0.01,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.15,2.30,2.35,2.40,2.30",1,2,,,,,,,,
234,"
","
",843,主胜,主胜,0.3657,主胜,0.0175,37,"
","
",0,0,1,0,0,2,3,1,"0.18,0.29,0.36,0.08,0.17",0,"
","
","0.07,0.04,0.01,0.01,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.15,2.30,2.35,2.40,2.30",1,2,,,,,,,,
234,"
","
",2267,平局,主胜,0.0895,主胜,0.0181,9,"
","
",0,0,1,0,0,2,3,1,"0.18,0.29,0.36,0.08,0.17",0,"
","
","0.07,0.04,0.01,0.01,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.15,2.30,2.35,2.40,2.30",1,2,,,,,,,,
234,"
","
",802,主胜,主胜,0.1713,主胜,0.0477,21,"
","
",0,0,1,0,0,2,3,1,"0.18,0.29,0.36,0.08,0.17",0,"
","
","0.07,0.04,0.01,0.01,0.04",1,0.01|0.04|0.07,0.01|0.04|0.07,"2.15,2.30,2.35,2.40,2.30",1,2,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
235,"
","
",2282,客胜,客胜,0.1892,客胜,0.1821,36,"
","
",0,0,1,0,0,0,1,1,"0.18,0.25,0.20,0.30,0.18",1,0.20|0.25|0.30,0.20|0.25|0.30,"0.18,0.17,0.00,0.11,0.17",0,"
","
","5.25,4.80,5.25,6.05,7.00",0,0,,,,,,,,
235,"
","
",358,客胜,客胜,0.2556,客胜,0.1762,42,"
","
",0,0,1,0,0,0,1,1,"0.18,0.25,0.20,0.30,0.18",1,0.20|0.25|0.30,0.20|0.25|0.30,"0.18,0.17,0.00,0.11,0.17",0,"
","
","5.25,4.80,5.25,6.05,7.00",0,0,,,,,,,,
235,"
","
",2042,平局,客胜,0.2038,客胜,0.0045,20,"
","
",0,0,1,0,0,0,1,1,"0.18,0.25,0.20,0.30,0.18",1,0.20|0.25|0.30,0.20|0.25|0.30,"0.18,0.17,0.00,0.11,0.17",0,"
","
","5.25,4.80,5.25,6.05,7.00",0,0,,,,,,,,
235,"
","
",1809,平局,客胜,0.3063,客胜,0.1151,41,"
","
",0,0,1,0,0,0,1,1,"0.18,0.25,0.20,0.30,0.18",1,0.20|0.25|0.30,0.20|0.25|0.30,"0.18,0.17,0.00,0.11,0.17",0,"
","
","5.25,4.80,5.25,6.05,7.00",0,0,,,,,,,,
235,"
","
",2027,客胜,客胜,0.1898,客胜,0.1786,35,"
","
",0,0,1,0,0,0,1,1,"0.18,0.25,0.20,0.30,0.18",1,0.20|0.25|0.30,0.20|0.25|0.30,"0.18,0.17,0.00,0.11,0.17",0,"
","
","5.25,4.80,5.25,6.05,7.00",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
236,"
","
",2164,主胜,平局,0.177,主胜,0.0104,18,"
","
",0,0,0,1,0,1,2,0,"0.17,0.30,0.13,0.06,0.18",1,0.06|0.18|0.30,0.06|0.18|0.30,"0.01,0.09,0.08,0.08,0.08",0,"
","
","2.05,2.00,2.05,2.49,2.15",0,0,,,,,,,,
236,"
","
",2136,平局,平局,0.3012,主胜,0.0918,39,"
","
",0,0,0,1,0,1,2,0,"0.17,0.30,0.13,0.06,0.18",1,0.06|0.18|0.30,0.06|0.18|0.30,"0.01,0.09,0.08,0.08,0.08",0,"
","
","2.05,2.00,2.05,2.49,2.15",0,0,,,,,,,,
236,"
","
",1060,平局,平局,0.1346,主胜,0.0801,21,"
","
",0,0,0,1,0,1,2,0,"0.17,0.30,0.13,0.06,0.18",1,0.06|0.18|0.30,0.06|0.18|0.30,"0.01,0.09,0.08,0.08,0.08",0,"
","
","2.05,2.00,2.05,2.49,2.15",0,0,,,,,,,,
236,"
","
",72,平局,平局,0.0687,主胜,0.0867,14,"
","
",0,0,0,1,0,1,2,0,"0.17,0.30,0.13,0.06,0.18",1,0.06|0.18|0.30,0.06|0.18|0.30,"0.01,0.09,0.08,0.08,0.08",0,"
","
","2.05,2.00,2.05,2.49,2.15",0,0,,,,,,,,
236,"
","
",486,主胜,平局,0.1821,主胜,0.0836,26,"
","
",0,0,0,1,0,1,2,0,"0.17,0.30,0.13,0.06,0.18",1,0.06|0.18|0.30,0.06|0.18|0.30,"0.01,0.09,0.08,0.08,0.08",0,"
","
","2.05,2.00,2.05,2.49,2.15",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
237,"
","
",250,平局,主胜,0.1878,平局,0.0696,24,"
","
",0,0,0,1,2,2,5,1,"0.18,0.06,0.14,0.23,0.20",0,"
","
","0.06,0.07,0.13,0.08,0.17",1,0.06|0.07|0.08,0.06|0.07|0.08,"2.00,2.00,2.05,2.00,2.10",1,3,,,,,,,,
237,"
","
",2220,客胜,主胜,0.0623,平局,0.0798,13,"
","
",0,0,0,1,2,2,5,1,"0.18,0.06,0.14,0.23,0.20",0,"
","
","0.06,0.07,0.13,0.08,0.17",1,0.06|0.07|0.08,0.06|0.07|0.08,"2.00,2.00,2.05,2.00,2.10",1,3,,,,,,,,
237,"
","
",1067,平局,主胜,0.141,平局,0.1394,27,"
","
",0,0,0,1,2,2,5,1,"0.18,0.06,0.14,0.23,0.20",0,"
","
","0.06,0.07,0.13,0.08,0.17",1,0.06|0.07|0.08,0.06|0.07|0.08,"2.00,2.00,2.05,2.00,2.10",1,3,,,,,,,,
237,"
","
",1120,主胜,主胜,0.2393,平局,0.0841,31,"
","
",0,0,0,1,2,2,5,1,"0.18,0.06,0.14,0.23,0.20",0,"
","
","0.06,0.07,0.13,0.08,0.17",1,0.06|0.07|0.08,0.06|0.07|0.08,"2.00,2.00,2.05,2.00,2.10",1,3,,,,,,,,
237,"
","
",1291,平局,主胜,0.2057,平局,0.1785,37,"
","
",0,0,0,1,2,2,5,1,"0.18,0.06,0.14,0.23,0.20",0,"
","
","0.06,0.07,0.13,0.08,0.17",1,0.06|0.07|0.08,0.06|0.07|0.08,"2.00,2.00,2.05,2.00,2.10",1,3,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
238,"
","
",966,主胜,平局,0.197,平局,0.0603,25,"
","
",1,1,0,0,2,1,5,1,"0.19,0.31,0.23,0.25,0.16",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.13,0.08,0.15",1,0.03|0.08|0.13,0.03|0.08|0.13,"1.44,1.44,1.50,1.53,1.44",0,0,,,,,,,,
238,"
","
",260,平局,平局,0.3177,平局,0.036,34,"
","
",1,1,0,0,2,1,5,1,"0.19,0.31,0.23,0.25,0.16",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.13,0.08,0.15",1,0.03|0.08|0.13,0.03|0.08|0.13,"1.44,1.44,1.50,1.53,1.44",0,0,,,,,,,,
238,"
","
",1847,平局,平局,0.238,平局,0.1381,36,"
","
",1,1,0,0,2,1,5,1,"0.19,0.31,0.23,0.25,0.16",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.13,0.08,0.15",1,0.03|0.08|0.13,0.03|0.08|0.13,"1.44,1.44,1.50,1.53,1.44",0,0,,,,,,,,
238,"
","
",792,客胜,平局,0.2517,平局,0.0898,33,"
","
",1,1,0,0,2,1,5,1,"0.19,0.31,0.23,0.25,0.16",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.13,0.08,0.15",1,0.03|0.08|0.13,0.03|0.08|0.13,"1.44,1.44,1.50,1.53,1.44",0,0,,,,,,,,
238,"
","
",166,平局,平局,0.1649,平局,0.1545,31,"
","
",1,1,0,0,2,1,5,1,"0.19,0.31,0.23,0.25,0.16",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.06,0.03,0.13,0.08,0.15",1,0.03|0.08|0.13,0.03|0.08|0.13,"1.44,1.44,1.50,1.53,1.44",0,0,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
239,"
","
",2164,主胜,平局,0.177,主胜,0.0104,18,"
","
",0,0,0,0,1,2,3,1,"0.17,0.30,0.34,0.23,0.18",0,"
","
","0.01,0.09,0.04,0.18,0.08",0,"
","
","2.32,2.45,2.55,2.41,2.50",1,3,,,,,,,,
239,"
","
",2136,平局,平局,0.3012,主胜,0.0918,39,"
","
",0,0,0,0,1,2,3,1,"0.17,0.30,0.34,0.23,0.18",0,"
","
","0.01,0.09,0.04,0.18,0.08",0,"
","
","2.32,2.45,2.55,2.41,2.50",1,3,,,,,,,,
239,"
","
",2063,客胜,平局,0.3401,主胜,0.0427,38,"
","
",0,0,0,0,1,2,3,1,"0.17,0.30,0.34,0.23,0.18",0,"
","
","0.01,0.09,0.04,0.18,0.08",0,"
","
","2.32,2.45,2.55,2.41,2.50",1,3,,,,,,,,
239,"
","
",767,主胜,平局,0.2355,主胜,0.1885,41,"
","
",0,0,0,0,1,2,3,1,"0.17,0.30,0.34,0.23,0.18",0,"
","
","0.01,0.09,0.04,0.18,0.08",0,"
","
","2.32,2.45,2.55,2.41,2.50",1,3,,,,,,,,
239,"
","
",486,主胜,平局,0.1821,主胜,0.0836,26,"
","
",0,0,0,0,1,2,3,1,"0.17,0.30,0.34,0.23,0.18",0,"
","
","0.01,0.09,0.04,0.18,0.08",0,"
","
","2.32,2.45,2.55,2.41,2.50",1,3,,,,,,,,
"
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
","
",,,,,,,,
240,"
","
",260,平局,平局,0.3177,平局,0.036,34,"
","
",0,0,0,0,1,0,1,1,"0.31,0.19,0.34,0.25,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.00,0.08,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"2.90,2.90,3.00,3.22,3.00",0,0,,,,,,,,
240,"
","
",966,主胜,平局,0.197,平局,0.0603,25,"
","
",0,0,0,0,1,0,1,1,"0.31,0.19,0.34,0.25,0.23",1,0.19|0.25|0.31,0.19|0.25|0.31,"0.03,0.06,0.00,0.08,0.13",1,0.00|0.03|0.06,0.00|0.03|0.06;0.03|0.08|0.13,"2.90,2.90,3.00,3.22,3.00",0,0,,,,,,,,
