比赛编号,PRO_pattern_0_1_2,PRO_pattern_1_2_3,PRO_pattern_2_3_4,ENS_pattern_0_1_2,ENS_pattern_1_2_3,ENS_pattern_2_3_4,比赛结果
872,(2)0-2,(0)1-1,(4)1-5,(0)0-0,(1)0-1,(0)1-1,平局
873,(3)1-4,(1)3-4,(5)2-7,(3)0-3,(2)3-1,(0)2-2,客胜
874,(2)0-2,(0)2-2,(0)1-1,(2)3-1,(2)3-1,(3)4-1,主胜
875,(1)0-1,(2)0-2,(0)1-1,(1)0-1,(0)0-0,(0)0-0,主胜
876,(2)0-2,(0)2-2,(1)2-1,(4)0-4,(2)3-1,(1)2-1,客胜
877,(0)1-1,(1)2-1,(0)3-3,(6)7-1,(2)5-3,(1)5-4,平局
878,(1)0-1,(5)1-6,(6)0-6,(11)12-1,(11)12-1,(5)9-4,主胜
879,(1)2-1,(1)3-2,(1)1-2,(1)0-1,(3)4-1,(2)3-1,平局
880,(2)2-4,(1)6-7,(3)8-5,(2)0-2,(2)0-2,(2)0-2,平局
881,(2)0-2,(1)0-1,(14)15-1,(2)3-1,(2)4-2,(1)2-3,平局
882,(2)0-2,(5)7-2,(7)8-1,(0)0-0,(0)0-0,(1)0-1,平局
883,(13)2-15,(7)12-5,(12)0-12,(6)9-3,(6)9-3,(2)5-3,平局
884,(2)2-4,(6)0-6,(2)0-2,(1)0-1,(1)0-1,(1)0-1,主胜
885,(5)1-6,(5)6-1,(7)0-7,(9)12-3,(9)12-3,(1)3-2,主胜
886,(4)0-4,(0)2-2,(8)10-2,(2)0-2,(0)2-2,(2)1-3,客胜
887,(4)2-6,(0)4-4,(0)4-4,(1)0-1,(3)1-4,(5)0-5,主胜
888,(3)0-3,(2)5-3,(4)6-2,(1)2-1,(3)3-6,(9)0-9,客胜
889,(3)0-3,(1)1-2,(2)0-2,(1)2-1,(2)1-3,(1)0-1,客胜
890,(2)2-4,(4)0-4,(16)0-16,(1)0-1,(1)0-1,(3)1-4,主胜
891,(4)0-4,(5)0-5,(3)4-1,(2)0-2,(1)0-1,(0)1-1,客胜
892,(3)1-4,(2)2-4,(5)2-7,(5)1-6,(0)1-1,(1)0-1,客胜
893,(0)1-1,(2)2-4,(3)7-4,(6)1-7,(0)1-1,(1)1-2,客胜
894,(1)2-1,(2)3-1,(1)2-1,(0)1-1,(0)1-1,(1)2-1,主胜
895,(1)2-1,(2)3-1,(1)2-1,(0)1-1,(0)1-1,(1)2-1,主胜
896,(9)0-9,(5)4-9,(8)4-12,(4)1-5,(0)3-3,(1)2-1,客胜
897,(2)0-2,(2)0-2,(7)9-2,(5)0-5,(2)0-2,(5)2-7,客胜
898,(7)9-2,(3)4-7,(0)4-4,(1)2-3,(3)0-3,(2)3-5,主胜
899,(3)4-1,(5)0-5,(9)0-9,(1)2-1,(1)0-1,(2)0-2,客胜
900,(0)4-4,(0)4-4,(1)4-3,(3)6-3,(4)5-1,(4)1-5,主胜
901,(1)2-1,(0)3-3,(2)5-3,(2)0-2,(2)0-2,(1)0-1,主胜
902,(2)3-1,(3)0-3,(9)0-9,(7)1-8,(7)8-1,(1)0-1,平局
903,(7)9-2,(3)5-2,(6)1-7,(1)2-3,(2)0-2,(7)0-7,主胜
904,(1)2-1,(0)3-3,(0)3-3,(2)0-2,(2)0-2,(3)0-3,主胜
905,(2)5-3,(5)0-5,(4)5-1,(1)0-1,(0)1-1,(2)3-1,主胜
906,(2)5-3,(5)0-5,(4)5-1,(1)0-1,(0)1-1,(2)3-1,主胜
907,(1)0-1,(0)1-1,(1)1-2,(1)0-1,(0)1-1,(1)2-1,平局
908,(4)5-1,(2)4-2,(2)4-2,(0)1-1,(1)2-1,(2)1-3,客胜
909,(3)4-1,(3)4-1,(2)3-1,(0)1-1,(1)1-2,(2)4-2,平局
910,(1)3-4,(12)3-15,(16)18-2,(1)0-1,(1)2-1,(1)3-2,平局
911,(2)0-2,(5)7-2,(6)7-1,(0)0-0,(0)0-0,(1)0-1,平局
912,(0)0-0,(1)0-1,(0)1-1,(0)1-1,(0)2-2,(2)3-1,平局
913,(3)1-4,(1)5-4,(5)0-5,(3)0-3,(1)2-1,(1)0-1,客胜
914,(2)1-3,(0)1-1,(6)1-7,(2)3-1,(0)1-1,(2)3-1,客胜
915,(2)1-3,(4)0-4,(3)4-1,(3)1-4,(3)4-1,(1)0-1,平局
916,(2)4-2,(0)2-2,(2)1-3,(1)0-1,(1)0-1,(1)0-1,主胜
917,(3)3-6,(2)3-1,(1)4-5,(0)5-5,(4)7-3,(4)7-3,主胜
918,(5)1-6,(4)6-2,(5)7-2,(0)0-0,(0)0-0,(1)0-1,平局
919,(0)1-1,(2)2-4,(2)2-4,(6)1-7,(0)1-1,(1)2-1,客胜
920,(7)9-2,(1)1-2,(3)0-3,(1)2-3,(6)2-8,(8)0-8,主胜
921,(3)4-1,(2)1-3,(2)3-5,(4)6-2,(7)1-8,(10)1-11,客胜
922,(0)1-1,(2)0-2,(2)0-2,(1)0-1,(1)0-1,(1)0-1,客胜
923,(1)1-2,(2)0-2,(3)0-3,(5)0-5,(5)0-5,(1)0-1,客胜
924,(2)0-2,(2)0-2,(2)2-4,(0)1-1,(0)2-2,(2)4-2,客胜
925,(3)0-3,(1)1-2,(13)14-1,(2)1-3,(2)1-3,(4)0-4,客胜
926,(2)4-2,(2)0-2,(6)0-6,(2)1-3,(1)4-3,(1)4-3,客胜
927,(2)2-4,(5)6-1,(9)10-1,(0)2-2,(6)8-2,(4)2-6,客胜
928,(4)0-4,(2)2-4,(4)2-6,(1)0-1,(1)0-1,(1)0-1,主胜
929,(4)4-8,(4)8-4,(6)10-4,(5)0-5,(5)0-5,(0)0-0,主胜
930,(1)2-1,(1)2-1,(1)2-1,(1)2-3,(1)3-2,(3)2-5,主胜
931,(4)5-1,(3)5-2,(2)0-2,(0)4-4,(2)1-3,(0)1-1,客胜
932,(0)1-1,(1)0-1,(2)0-2,(1)0-1,(1)0-1,(1)0-1,客胜
933,(0)1-1,(1)0-1,(1)0-1,(3)0-3,(1)1-2,(0)1-1,平局
934,(3)4-1,(1)3-2,(0)1-1,(0)1-1,(2)3-1,(0)3-3,平局
935,(1)1-2,(2)0-2,(1)1-2,(5)0-5,(5)0-5,(4)5-1,客胜
936,(5)6-1,(4)3-7,(2)3-1,(1)1-2,(0)1-1,(3)2-5,客胜
937,(10)11-1,(11)12-1,(10)13-3,(4)1-5,(1)6-5,(5)3-8,客胜
938,(7)0-7,(1)4-3,(2)5-3,(1)0-1,(4)0-4,(2)1-3,客胜
939,(1)2-1,(1)3-4,(2)3-1,(1)3-2,(2)3-1,(4)0-4,主胜
940,(3)1-4,(1)3-4,(5)2-7,(3)0-3,(2)3-1,(0)2-2,客胜
941,(2)0-2,(0)1-1,(1)0-1,(0)1-1,(5)2-7,(4)3-7,客胜
942,(2)3-1,(6)7-1,(3)8-5,(4)7-3,(5)1-6,(2)4-2,主胜
943,(2)0-2,(0)1-1,(1)0-1,(0)1-1,(1)0-1,(3)0-3,客胜
944,(12)14-2,(12)13-1,(2)3-1,(3)2-5,(1)3-2,(0)2-2,平局
945,(0)0-0,(3)0-3,(1)2-1,(2)0-2,(6)8-2,(8)9-1,主胜
946,(6)9-3,(0)3-3,(1)3-2,(7)3-10,(2)3-1,(9)4-13,客胜
947,(1)0-1,(0)1-1,(4)6-2,(1)0-1,(0)1-1,(2)0-2,平局
948,(0)3-3,(1)1-2,(2)3-1,(4)0-4,(2)1-3,(0)3-3,客胜
949,(6)0-6,(4)6-2,(0)2-2,(5)0-5,(0)0-0,(1)0-1,主胜
950,(1)1-2,(0)1-1,(1)0-1,(3)5-2,(1)3-2,(4)5-1,平局
951,(1)1-2,(0)1-1,(1)0-1,(3)5-2,(1)3-2,(4)5-1,平局
952,(1)2-3,(3)4-1,(4)0-4,(0)1-1,(2)1-3,(2)4-2,客胜
953,(1)5-6,(2)4-6,(2)6-4,(4)0-4,(6)0-6,(2)4-6,客胜
954,(1)2-1,(5)7-2,(9)0-9,(2)1-3,(4)0-4,(2)1-3,主胜
955,(1)2-1,(0)3-3,(0)3-3,(2)0-2,(2)0-2,(3)0-3,主胜
956,(0)1-1,(2)0-2,(3)5-2,(6)1-7,(0)1-1,(1)2-3,客胜
957,(2)2-4,(4)2-6,(2)0-2,(2)0-2,(2)0-2,(2)0-2,平局
958,(3)4-1,(5)6-1,(0)3-3,(4)6-2,(6)8-2,(7)9-2,客胜
959,(7)0-7,(4)0-4,(4)0-4,(4)0-4,(4)0-4,(2)3-1,平局
960,(4)7-3,(9)12-3,(15)0-15,(5)7-2,(2)7-5,(3)8-5,主胜
961,(6)10-4,(10)12-2,(0)2-2,(3)3-6,(6)9-3,(11)1-12,主胜
962,(3)4-1,(5)6-1,(4)7-3,(4)6-2,(6)8-2,(9)1-10,客胜
963,(1)2-1,(6)7-1,(6)7-1,(1)3-2,(5)0-5,(3)2-5,主胜
964,(6)0-6,(2)0-2,(0)1-1,(5)0-5,(3)1-4,(1)0-1,主胜
965,(1)0-1,(3)0-3,(1)1-2,(0)1-1,(0)1-1,(1)2-1,平局
966,(10)11-1,(9)12-3,(1)3-2,(4)1-5,(1)1-2,(2)3-5,主胜
967,(1)4-3,(8)11-3,(8)11-3,(8)1-9,(2)4-6,(2)4-2,主胜
968,(0)0-0,(2)0-2,(2)0-2,(1)0-1,(1)0-1,(2)0-2,客胜
969,(3)0-3,(4)0-4,(0)2-2,(2)3-1,(3)1-4,(2)3-5,平局
970,(1)4-5,(8)1-9,(9)1-10,(1)1-2,(1)1-2,(1)2-1,客胜
971,(1)1-2,(1)0-1,(2)0-2,(4)0-4,(2)3-1,(0)1-1,平局
972,(1)4-3,(0)4-4,(4)0-4,(8)1-9,(3)6-3,(4)7-3,主胜
973,(1)2-1,(0)3-3,(0)3-3,(2)0-2,(2)0-2,(3)0-3,主胜
974,(0)1-1,(3)4-1,(2)3-1,(0)1-1,(1)1-2,(0)3-3,客胜
975,(3)1-4,(5)0-5,(0)0-0,(2)0-2,(0)1-1,(1)0-1,客胜
976,(2)0-2,(0)1-1,(4)1-5,(0)0-0,(1)0-1,(0)1-1,平局
977,(3)1-4,(1)3-4,(5)2-7,(3)0-3,(2)3-1,(0)2-2,客胜
978,(2)0-2,(0)2-2,(0)1-1,(2)3-1,(2)3-1,(3)4-1,主胜
979,(1)0-1,(2)0-2,(0)1-1,(1)0-1,(0)0-0,(0)0-0,主胜
980,(10)11-1,(1)1-2,(0)1-1,(2)1-3,(1)0-1,(2)0-2,平局
981,(2)1-3,(4)0-4,(4)0-4,(0)4-4,(2)2-4,(0)1-1,平局
982,(5)0-5,(4)5-1,(0)3-3,(6)0-6,(6)0-6,(5)1-6,客胜
983,(1)0-1,(0)1-1,(4)6-2,(1)0-1,(0)1-1,(2)0-2,平局
984,(6)7-1,(2)1-3,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
985,(0)1-1,(1)1-2,(3)0-3,(1)0-1,(1)1-2,(1)2-1,客胜
986,(0)1-1,(0)1-1,(0)2-2,(0)1-1,(1)2-3,(4)5-1,客胜
987,(4)0-4,(2)2-4,(6)0-6,(3)0-3,(1)1-2,(0)1-1,客胜
988,(2)2-4,(4)5-1,(0)1-1,(3)4-1,(3)4-1,(0)2-2,平局
989,(0)1-1,(1)2-1,(2)3-5,(1)0-1,(0)1-1,(0)1-1,平局
990,(2)0-2,(4)6-2,(2)6-4,(5)0-5,(4)1-5,(0)3-3,客胜
991,(4)6-2,(4)6-2,(5)7-2,(4)1-5,(4)1-5,(1)5-4,客胜
992,(1)1-2,(1)0-1,(8)0-8,(6)2-8,(10)0-10,(7)0-7,主胜
993,(14)15-1,(13)15-2,(9)13-4,(2)0-2,(2)0-2,(1)2-3,平局
994,(0)1-1,(0)2-2,(3)1-4,(6)7-1,(5)6-1,(0)1-1,平局
995,(0)1-1,(1)1-2,(3)0-3,(1)0-1,(1)1-2,(1)2-1,客胜
996,(7)9-2,(1)1-2,(1)0-1,(1)2-3,(6)2-8,(10)0-10,主胜
997,(5)10-5,(2)10-8,(16)2-18,(9)0-9,(10)0-10,(7)10-3,平局
998,(2)3-1,(1)1-2,(3)0-3,(4)0-4,(1)0-1,(4)5-1,平局
999,(8)9-1,(9)10-1,(5)3-8,(0)3-3,(6)0-6,(4)0-4,平局
1000,(3)0-3,(3)0-3,(2)3-5,(5)0-5,(4)5-1,(1)0-1,客胜
1001,(0)1-1,(2)2-4,(0)6-6,(3)5-2,(7)0-7,(9)0-9,主胜
1002,(2)0-2,(2)0-2,(1)2-1,(3)5-2,(7)0-7,(2)0-2,主胜
1003,(5)7-2,(2)0-2,(8)0-8,(1)5-4,(5)0-5,(1)0-1,客胜
1004,(4)5-9,(8)5-13,(13)0-13,(2)5-7,(5)2-7,(3)3-6,平局
1005,(4)5-1,(0)1-1,(0)2-2,(1)2-1,(0)2-2,(2)0-2,主胜
1006,(1)2-3,(9)2-11,(11)12-1,(6)0-6,(3)0-3,(4)7-3,客胜
1007,(3)2-5,(7)0-7,(8)0-8,(0)1-1,(1)1-2,(5)2-7,主胜
1008,(1)4-5,(3)2-5,(5)7-2,(1)2-3,(10)2-12,(10)2-12,主胜
1009,(2)0-2,(3)5-2,(4)1-5,(3)5-2,(7)0-7,(7)0-7,主胜
1010,(5)6-1,(3)6-3,(6)9-3,(2)0-2,(3)5-2,(3)7-4,平局
1011,(10)3-13,(4)10-6,(4)5-1,(1)1-2,(1)1-2,(1)1-2,平局
1012,(14)15-1,(9)3-12,(8)10-2,(2)0-2,(3)0-3,(0)3-3,平局
1013,(4)6-2,(7)8-1,(2)9-7,(2)5-3,(5)8-3,(6)8-2,平局
1014,(4)6-2,(0)2-2,(2)1-3,(0)0-0,(1)0-1,(1)0-1,主胜
1015,(1)1-2,(1)0-1,(8)0-8,(6)2-8,(10)0-10,(7)0-7,主胜
1016,(2)2-4,(0)2-2,(12)2-14,(5)0-5,(3)1-4,(1)0-1,平局
1017,(4)6-2,(2)4-2,(1)2-3,(1)0-1,(1)0-1,(1)1-2,主胜
1018,(8)0-8,(4)6-2,(2)6-4,(1)0-1,(4)1-5,(0)3-3,客胜
1019,(0)0-0,(9)0-9,(5)2-7,(2)0-2,(2)0-2,(0)1-1,主胜
1020,(2)0-2,(1)2-3,(0)5-5,(1)3-2,(2)5-3,(2)1-3,平局
1021,(12)13-1,(12)13-1,(5)6-1,(1)0-1,(1)0-1,(1)0-1,平局
1022,(2)5-3,(1)4-3,(5)2-7,(5)1-6,(1)0-1,(1)0-1,客胜
1023,(3)6-3,(1)4-3,(4)7-3,(5)4-9,(2)1-3,(1)1-2,客胜
1024,(0)0-0,(0)0-0,(2)0-2,(2)3-1,(1)3-2,(1)3-2,平局
1025,(1)2-1,(3)2-5,(5)2-7,(2)3-1,(4)0-4,(0)2-2,客胜
1026,(2)3-1,(0)2-2,(2)0-2,(3)0-3,(2)1-3,(2)1-3,客胜
1027,(1)2-1,(1)3-4,(2)3-1,(1)3-2,(2)3-1,(4)0-4,主胜
1028,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
1029,(3)1-4,(1)5-4,(9)0-9,(3)0-3,(1)2-1,(2)0-2,客胜
1030,(1)0-1,(0)1-1,(2)4-2,(1)0-1,(0)0-0,(0)0-0,客胜
1031,(6)9-3,(10)12-2,(10)12-2,(3)1-4,(0)2-2,(1)2-1,主胜
1032,(4)6-2,(0)4-4,(2)1-3,(0)0-0,(1)0-1,(1)0-1,主胜
1033,(3)5-2,(3)5-2,(2)5-3,(2)0-2,(7)0-7,(3)2-5,主胜
1034,(1)4-3,(2)4-2,(0)2-2,(3)1-4,(2)3-1,(6)7-1,平局
1035,(5)0-5,(3)5-2,(2)9-7,(1)3-2,(5)0-5,(2)0-2,主胜
1036,(2)0-2,(0)1-1,(1)1-2,(0)1-1,(1)0-1,(0)1-1,客胜
1037,(6)9-3,(10)12-2,(6)14-8,(3)1-4,(0)2-2,(2)0-2,主胜
1038,(2)0-2,(0)2-2,(2)6-4,(5)0-5,(1)2-3,(0)3-3,客胜
1039,(4)5-1,(0)1-1,(6)8-2,(0)1-1,(0)1-1,(1)0-1,客胜
1040,(2)0-2,(4)6-2,(0)4-4,(5)0-5,(0)0-0,(1)0-1,主胜
1041,(0)1-1,(1)1-2,(1)1-2,(1)0-1,(1)1-2,(1)1-2,客胜
1042,(1)0-1,(1)2-1,(1)2-1,(0)1-1,(0)1-1,(1)0-1,客胜
1043,(0)2-2,(2)2-4,(4)0-4,(6)3-9,(4)8-4,(8)0-8,主胜
1044,(1)0-1,(6)0-6,(4)5-1,(1)0-1,(0)0-0,(2)0-2,客胜
1045,(5)7-2,(2)0-2,(8)0-8,(0)0-0,(0)0-0,(0)0-0,平局
1046,(0)1-1,(1)0-1,(2)0-2,(1)0-1,(1)0-1,(1)0-1,客胜
1047,(1)1-2,(2)3-1,(3)4-1,(4)6-2,(0)2-2,(1)2-1,平局
1048,(1)2-1,(3)0-3,(0)3-3,(2)0-2,(1)2-3,(3)0-3,主胜
1049,(6)2-8,(2)6-4,(2)3-1,(0)0-0,(2)0-2,(0)1-1,主胜
1050,(3)1-4,(6)11-5,(10)1-11,(2)3-5,(1)3-4,(7)0-7,主胜
1051,(1)2-1,(0)1-1,(0)1-1,(1)2-3,(1)3-2,(1)2-1,平局
1052,(3)2-5,(5)6-1,(0)1-1,(0)1-1,(2)3-1,(0)2-2,主胜
1053,(10)0-10,(8)9-1,(3)9-6,(5)6-1,(5)6-1,(1)4-3,客胜
1054,(3)0-3,(1)2-1,(2)0-2,(3)1-4,(1)1-2,(0)2-2,主胜
1055,(6)7-1,(3)8-5,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
1056,(2)0-2,(0)1-1,(14)15-1,(2)0-2,(2)0-2,(2)0-2,平局
1057,(3)0-3,(4)0-4,(2)2-4,(2)3-1,(2)3-1,(3)0-3,平局
1058,(7)0-7,(0)0-0,(4)0-4,(4)0-4,(2)3-1,(1)0-1,平局
1059,(2)5-3,(1)4-3,(5)2-7,(5)1-6,(1)0-1,(1)0-1,客胜
1060,(3)7-4,(2)7-5,(3)2-5,(7)0-7,(0)0-0,(6)0-6,平局
1061,(1)0-1,(6)0-6,(0)3-3,(1)0-1,(14)0-14,(6)8-14,客胜
1062,(3)2-5,(1)3-4,(4)0-4,(0)1-1,(2)3-1,(2)4-2,主胜
1063,(3)4-1,(4)0-4,(2)3-1,(0)1-1,(0)2-2,(2)4-2,平局
1064,(2)0-2,(2)0-2,(2)0-2,(4)0-4,(4)0-4,(2)3-1,平局
1065,(5)1-6,(5)1-6,(3)2-5,(0)0-0,(1)0-1,(0)1-1,平局
1066,(0)4-4,(0)4-4,(2)3-1,(3)6-3,(4)5-1,(5)6-1,主胜
1067,(4)8-4,(2)2-4,(3)5-2,(5)1-6,(4)7-3,(2)3-1,平局
1068,(4)2-6,(6)0-6,(0)0-0,(1)5-4,(4)0-4,(2)0-2,主胜
1069,(6)7-1,(6)7-1,(1)7-8,(1)0-1,(0)0-0,(4)0-4,主胜
1070,(1)1-2,(1)0-1,(0)1-1,(4)1-5,(2)4-2,(2)3-1,客胜
1071,(4)0-4,(2)2-4,(4)1-5,(1)0-1,(1)0-1,(0)1-1,平局
1072,(0)4-4,(1)4-5,(1)2-3,(0)0-0,(2)0-2,(1)1-2,主胜
1073,(1)4-5,(8)1-9,(8)9-1,(1)1-2,(1)1-2,(1)1-2,客胜
1074,(3)1-4,(0)1-1,(1)2-1,(3)0-3,(2)3-1,(3)4-1,客胜
1075,(5)0-5,(4)5-1,(5)6-1,(6)0-6,(6)0-6,(12)0-12,客胜
1076,(1)2-1,(1)0-1,(2)0-2,(3)0-3,(3)0-3,(2)1-3,客胜
1077,(6)7-1,(5)8-3,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
1078,(6)0-6,(2)0-2,(1)3-2,(5)0-5,(3)1-4,(5)1-6,主胜
1079,(1)0-1,(2)0-2,(1)2-1,(1)0-1,(1)0-1,(1)2-1,客胜
1080,(2)0-2,(2)0-2,(7)9-2,(4)1-5,(3)6-3,(3)6-3,平局
1081,(1)2-1,(1)2-1,(3)0-3,(1)0-1,(1)0-1,(0)0-0,平局
1082,(1)2-1,(1)2-1,(3)0-3,(1)0-1,(1)0-1,(0)0-0,平局
1083,(4)3-7,(6)7-1,(4)8-4,(1)2-3,(0)2-2,(0)2-2,主胜
1084,(0)1-1,(13)15-2,(11)3-14,(2)0-2,(2)0-2,(1)1-2,平局
1085,(1)2-1,(1)2-3,(3)4-1,(1)1-2,(1)1-2,(2)0-2,主胜
1086,(1)4-5,(5)2-7,(5)6-1,(1)1-2,(0)2-2,(0)2-2,客胜
1087,(4)3-7,(1)7-6,(0)3-3,(4)3-7,(8)1-9,(1)5-4,平局
1088,(8)0-8,(4)8-4,(8)10-2,(1)0-1,(0)1-1,(2)1-3,客胜
1089,(6)7-1,(13)14-1,(1)7-8,(1)0-1,(4)0-4,(4)0-4,主胜
1090,(0)2-2,(2)0-2,(1)1-2,(2)0-2,(2)0-2,(1)1-2,平局
1091,(1)3-2,(3)5-8,(4)2-6,(1)3-2,(1)1-2,(5)2-7,主胜
1092,(2)7-5,(8)2-10,(9)1-10,(6)9-3,(7)1-8,(2)8-6,主胜
1093,(1)2-3,(3)4-1,(4)0-4,(0)1-1,(1)2-1,(2)0-2,客胜
1094,(3)0-3,(3)0-3,(1)1-2,(8)0-8,(6)8-2,(8)2-10,主胜
1095,(9)0-9,(7)2-9,(7)9-2,(2)3-5,(0)3-3,(3)6-3,主胜
1096,(1)4-3,(6)1-7,(3)1-4,(0)0-0,(1)0-1,(0)1-1,平局
1097,(12)13-1,(12)13-1,(11)12-1,(1)0-1,(1)0-1,(3)0-3,平局
1098,(4)0-4,(4)8-4,(8)10-2,(2)0-2,(0)1-1,(2)1-3,客胜
1099,(3)4-1,(1)3-2,(2)3-1,(0)1-1,(2)3-1,(2)4-2,平局
1100,(2)0-2,(3)0-3,(1)2-1,(5)0-5,(1)2-3,(1)3-2,主胜
1101,(4)4-8,(0)4-4,(4)0-4,(5)0-5,(7)0-7,(7)0-7,主胜
1102,(0)1-1,(4)1-5,(2)3-5,(1)0-1,(1)0-1,(0)1-1,平局
1103,(2)7-5,(10)1-11,(9)1-10,(6)9-3,(3)9-6,(12)3-15,主胜
1104,(10)3-13,(1)7-6,(0)3-3,(1)1-2,(8)1-9,(1)5-4,平局
1105,(2)0-2,(2)0-2,(2)0-2,(0)0-0,(4)0-4,(2)3-1,平局
1106,(2)0-2,(3)0-3,(1)2-1,(5)0-5,(1)2-3,(3)2-5,主胜
1107,(2)0-2,(3)0-3,(3)0-3,(1)0-1,(1)0-1,(1)0-1,客胜
1108,(2)2-4,(11)15-4,(19)0-19,(1)0-1,(0)0-0,(1)0-1,主胜
1109,(1)1-2,(1)0-1,(8)0-8,(6)2-8,(10)0-10,(9)0-9,主胜
1110,(4)3-7,(3)4-7,(10)11-1,(1)2-3,(3)5-2,(1)3-4,客胜
1111,(1)4-5,(3)6-3,(6)0-6,(3)2-5,(1)5-4,(4)8-4,平局
1112,(5)7-2,(5)7-2,(5)7-2,(0)0-0,(4)0-4,(4)0-4,平局
1113,(4)6-2,(0)2-2,(2)1-3,(0)0-0,(1)0-1,(1)0-1,主胜
1114,(0)1-1,(0)2-2,(0)2-2,(2)0-2,(1)2-3,(2)5-3,平局
1115,(2)3-1,(2)4-6,(7)3-10,(2)3-5,(4)6-2,(0)3-3,主胜
1116,(1)0-1,(1)0-1,(0)1-1,(4)2-6,(4)5-1,(1)3-2,平局
1117,(2)4-2,(0)2-2,(2)1-3,(1)0-1,(1)0-1,(1)0-1,主胜
1118,(4)6-2,(2)4-2,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1119,(3)4-7,(6)7-1,(0)1-1,(3)1-4,(0)2-2,(3)5-2,主胜
1120,(7)12-5,(1)8-9,(2)8-6,(0)1-1,(4)1-5,(4)2-6,主胜
1121,(5)7-2,(2)0-2,(1)0-1,(0)0-0,(0)0-0,(1)0-1,平局
1122,(4)0-4,(4)0-4,(3)4-1,(2)0-2,(0)1-1,(0)1-1,客胜
1123,(1)2-1,(1)3-4,(4)0-4,(1)3-2,(2)3-1,(2)4-2,主胜
1124,(1)2-1,(2)3-1,(1)3-4,(3)4-1,(3)4-1,(3)1-4,平局
1125,(1)4-3,(6)7-1,(3)8-5,(8)1-9,(5)1-6,(2)4-2,主胜
1126,(2)0-2,(2)0-2,(1)0-1,(5)0-5,(7)0-7,(3)2-5,主胜
1127,(3)0-3,(2)5-3,(5)0-5,(3)1-4,(1)0-1,(0)1-1,主胜
1128,(5)6-1,(2)3-1,(0)3-3,(2)0-2,(7)0-7,(3)2-5,平局
1129,(4)5-1,(1)0-1,(17)18-1,(6)0-6,(6)0-6,(4)1-5,客胜
1130,(2)0-2,(4)2-6,(6)0-6,(7)8-1,(2)5-3,(3)0-3,主胜
1131,(8)13-5,(0)5-5,(5)0-5,(3)4-1,(2)2-4,(8)2-10,客胜
1132,(2)9-7,(12)14-2,(1)2-3,(2)0-2,(1)2-3,(0)3-3,客胜
1133,(2)2-4,(0)3-3,(0)3-3,(2)0-2,(2)0-2,(1)0-1,主胜
1134,(0)2-2,(0)2-2,(0)1-1,(1)2-1,(2)3-1,(2)1-3,客胜
1135,(4)6-2,(4)6-2,(2)4-2,(0)0-0,(5)0-5,(3)1-4,主胜
1136,(4)10-6,(2)4-2,(2)3-1,(5)2-7,(5)7-2,(0)2-2,平局
1137,(10)3-13,(4)9-13,(10)16-6,(1)1-2,(6)1-7,(6)1-7,平局
1138,(1)2-1,(0)1-1,(0)1-1,(1)2-3,(1)3-2,(1)2-1,平局
1139,(4)5-1,(3)5-2,(3)5-2,(0)4-4,(2)1-3,(1)2-3,客胜
1140,(1)0-1,(2)0-2,(0)2-2,(4)2-6,(4)2-6,(2)5-3,平局
1141,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1142,(0)5-5,(8)1-9,(9)1-10,(1)0-1,(1)1-2,(1)2-1,客胜
1143,(4)8-4,(1)8-9,(7)2-9,(5)1-6,(4)1-5,(2)5-3,平局
1144,(8)0-8,(6)0-6,(6)0-6,(5)0-5,(4)0-4,(0)2-2,主胜
1145,(2)0-2,(0)1-1,(0)1-1,(0)1-1,(1)0-1,(1)1-2,客胜
1146,(6)1-7,(18)1-19,(4)8-12,(0)3-3,(1)4-3,(3)4-7,客胜
1147,(1)2-1,(1)1-2,(2)0-2,(2)1-3,(2)3-1,(2)1-3,主胜
1148,(4)6-2,(0)2-2,(1)3-4,(0)0-0,(1)0-1,(1)0-1,主胜
1149,(4)0-4,(0)2-2,(2)4-2,(2)0-2,(0)2-2,(1)4-3,客胜
1150,(0)3-3,(6)3-9,(2)7-5,(3)0-3,(6)9-3,(7)12-5,主胜
1151,(1)0-1,(6)7-1,(2)7-5,(2)2-4,(0)2-2,(2)4-2,主胜
1152,(8)10-2,(10)11-1,(3)1-4,(3)1-4,(4)5-1,(4)1-5,主胜
1153,(1)0-1,(3)4-1,(1)3-2,(1)3-2,(2)3-5,(8)0-8,平局
1154,(6)7-1,(2)1-3,(1)3-2,(1)0-1,(1)0-1,(1)0-1,主胜
1155,(4)6-2,(0)4-4,(3)4-1,(0)0-0,(1)0-1,(1)0-1,主胜
1156,(0)1-1,(1)2-1,(2)3-5,(1)0-1,(0)1-1,(0)1-1,平局
1157,(4)0-4,(0)2-2,(1)2-1,(2)0-2,(0)2-2,(2)3-1,客胜
1158,(9)0-9,(7)2-9,(11)0-11,(2)3-5,(1)7-8,(1)7-6,主胜
1159,(0)1-1,(1)1-2,(1)3-2,(6)7-1,(3)5-2,(4)5-1,平局
